publisher,num_male,num_female,top_genres
Fischer TB,0,1,"German Literature, Chick Lit, Roman"
Fischer Taschenbuch,0,1,"Historical Fiction, Fantasy, Historical"
Kalmm Publishing,1,0,
Kansha Books,1,0,"Novels, Inspirational, True Story"
Kaplan Publishing,1,0,"Health, Reference, Nonfiction"
Kapı Yayınları,1,0,
"Firebird, Penguin Putnam, Inc",1,0,"Fantasy, Young Adult, Animals"
Firebrand Books,0,1,"Poetry, LGBT, Short Stories"
Firefly Books,1,0,"Picture Books, Childrens, Classics"
Firefly Publishing & Entertainment,0,1,Psychology
Kahla McDonald,1,0,
Kakilangit Kencana,1,0,
Kakoli Prokashoni,1,0,"Mystery, Paranormal, Mystery Thriller"
Kalavathi Cancer Foundation,1,0,
Kalkedon,1,0,
Kalla Kulor Förlag,1,0,Horror
Kalla kulor förlag,1,0,"Science Fiction, Swedish Literature, Dystopia"
Kallisti Publishing,1,0,
Kathi Cabeke,1,0,
Kathryn Braund Publications,0,1,"Contemporary, Book Club, Drama"
Kathryn Kelly,0,1,"Romance, Abuse, Dark"
Kathy Coopmans,0,1,"Romance, New Adult, Contemporary Romance"
Katie Cross,0,1,"Fantasy, Young Adult, Magic"
Katie French Books,0,1,"Paranormal, Fantasy, Young Adult"
Katie Louise Shattock,0,1,
Kay Dee,1,0,
Kate K,0,1,
Kate Kasten,0,1,
Kate Perry,0,1,"Romance, Contemporary Romance, Contemporary"
Katelin LaMontagne,0,1,"Romance, Zombies, Contemporary Romance"
Katherine Tegan Books,0,1,"Vampires, Young Adult, Paranormal"
Katherine Tegen,0,1,"Young Adult, Contemporary, Romance"
Katherine Tegen Books/HarperCollins Publishers,0,1,"Young Adult, Dystopia, Short Stories"
"Katherine Tegen, Harper Collins",0,1,"Fantasy, Young Adult, Magic"
Karisto Oy,0,1,"Dystopia, Finnish Literature, Young Adult"
Karl Müller Verlag,0,1,
Karla Brandenburg,0,1,
Karnadya Solutions Sdn Bhd,0,1,
Karolinum,1,0,"Czech Literature, Classics, Humor"
Karuna Prokashani,1,0,"India, Historical Fiction, Classics"
Karya Seni Enterprise,0,1,Novels
Kata Kita,1,0,"Poetry, Literature, Indonesian Literature"
Kar-Ben Publishing,1,0,Picture Books
Karakter Uitgevers,0,1,Thriller
Karen Baney,0,1,"Christian Fiction, Historical Fiction, Christian"
Karen Fenech,0,1,"Romance, Romantic Suspense, Mystery"
Karen Michelle Miller,0,1,"Drama, Contemporary"
Karen Prince,0,1,"Fantasy, Young Adult, Humor"
Karen Seinor,0,1,
Karisma,1,0,
"Fiction Std, E Book",0,1,"Young Adult, Contemporary, Realistic Fiction"
Fidelity Press,1,0,"Philosophy, History, Catholic"
Fig Tree,1,0,"Chick Lit, Romance, Contemporary"
Fig Tree Books,1,0,"True Crime, Crime, Historical Fiction"
"Filles Vertes Publishing, LLC.",1,0,"Historical Fiction, 16th Century, Mystery"
Fimfiction,1,0,"Fan Fiction, Fantasy, Post Apocalyptic"
Finch Books,1,0,
Finch Hill Publishing Inc.,1,0,"Fantasy, Young Adult, Romance"
Kenneth Bellard,1,0,
Feldheim Publishers,0,1,Jewish
Felicity Heaton,0,1,"Vampires, Paranormal Romance, Paranormal"
Feminine Collective Inc.,0,1,"Poetry, Romance"
"Fence Free Entertainment, LLC",1,0,"Romance, Contemporary Romance, Contemporary"
Feral tribune,1,0,"Humor, Historical Fiction"
Fest,1,0,"Horror, BDSM, Erotica"
Fiction Collective 2,0,1,"Novels, Literature, International Literature"
"Keith Publications, LLC",1,0,
Kel Kade,1,0,"Fantasy, Epic Fantasy, Adventure"
Kelion,1,0,Politics
Kelledge Hall Press,0,1,
Kelly St Clare,1,0,"Fantasy, Romance, New Adult"
Kelly St. Clare,1,0,"Fantasy, Romance, Young Adult"
Kendall Ryan,1,0,"New Adult, Romance, College"
Kendall Ryan Books,1,0,"Romance, Erotica, New Adult"
Kaya Press,1,0,Poetry
Kaya/Muae,1,0,Poetry
Kaylee Ryan,0,1,"Romance, Contemporary, Adult"
Kc Harry,1,0,
Keats Publishing,1,0,"Health, Nutrition, Nonfiction"
Keep It Funky Publishing LLC,1,0,
Keibooks,1,0,"M M Romance, Historical, Historical Fiction"
Keith Houghton,1,0,"Mystery, Crime, Amazon"
King Publishing Group,1,0,
King Shot Press,0,1,"Horror, Crime"
King's Bookshelf Publications,1,0,
King's England Press,0,1,
Kingdom Sound Publishers,1,0,
Kingdoms in the Wild,1,0,Poetry
Kings Farspan,0,1,Christian
Kingsway Publications,1,0,"Christian, Religion, Christian Fiction"
Key Porter Books,0,1,"Horses, Animals, Young Adult"
Keywords Press,0,1,"Young Adult, Contemporary, Romance"
Ki-oon,1,0,"Manga, Manhwa, Fantasy"
"Kia Harris, LLC",0,1,
Kidpub,1,0,
Kiepenheuer und Witsch,1,0,"Historical Fiction, German Literature, Classics"
Kinderbuchverlag Berlin,1,0,
Kindler Verlag,1,0,
Kensington Publishing Corp.,1,0,"Young Adult, Zombies, Dystopia"
Kensington Teen,0,1,"Young Adult, Paranormal, Fantasy"
Ker Dukey,1,0,"Dark, Romance, New Adult"
Keri Lake,0,1,"Dark, Romance, Contemporary"
Kero,1,0,"Self Help, Roman, France"
Kerry Connor,1,0,"Romance, Contemporary Romance, Contemporary"
Kessinger,0,1,"Classics, Romance, Young Adult"
KevStel Publications,1,0,
Fine,1,0,"History, Nonfiction, Philosophy"
Fine Communications,1,0,"History, Nonfiction, Philosophy"
Fine Line Books,1,0,Thriller
Fingerprint,1,0,Indian Literature
Finishing Line Press,1,0,Poetry
Fiona Davenport,0,1,"Romance, Contemporary Romance, Contemporary"
Fire & Ash Publishing,1,0,"Paranormal, Fantasy, Young Adult"
Kensington Brava,0,1,"Paranormal, Paranormal Romance, Romance"
Fathom Ink Press,0,1,"Fantasy, Young Adult, Romance"
Fattafinga Productions,1,0,
Fawcett World Library,0,1,"Historical Fiction, Romance, Gothic"
Fazi Editore,0,1,"Fantasy, Romance, Young Adult"
Feature,1,0,"Horror, Splatterpunk, Novels"
Feed a Read,0,1,"Dystopia, Young Adult, Science Fiction"
Feedbooks,1,0,"Classics, Childrens, France"
Feeria Science,1,0,"Nonfiction, Science, Psychology"
"Farrar, Straus and Giroux BYR",0,1,"Young Adult, Dystopia, Fantasy"
"Farrar, Straus, & Giroux (BYR)",0,1,"Young Adult, Science Fiction, Romance"
"Farrar, Straus, and Giroux Books for Young Readers.",0,1,"Young Adult, Science Fiction, Romance"
"Farrar, Strauss & Giroux-3pl",1,0,"Short Stories, Literature, Female Authors"
FastPencil,1,0,
"FastPencil, Inc.",0,1,
Fata Morgana,1,0,"Poetry, Classics, Greece"
"Fated Desires Publishing, LLC",0,1,"Paranormal, Romance, Paranormal Romance"
Kitchen Sink Press,1,0,
Kitchen Table--Women of Color Press,1,0,"Feminism, Nonfiction, Race"
Kite and Key,1,0,
Klett Cotta,1,0,Fantasy
Klick Editora,1,0,"Classics, Literature, Brazil"
Klincksieck,0,1,"Dystopia, Feminism, Science Fiction"
Klix Artwork Ltd.,1,0,
"Farrar, Straus and Giroux (NY)",1,0,"Nonfiction, History, Business"
Kingswell,1,0,Nonfiction
Kinney Publishing,1,0,"Young Adult, Paranormal, Werewolves"
Kintamani Publishing,1,0,"Nonfiction, Biography"
Kiran Publishers,0,1,
Kirjastus Tuum,1,0,
Kirk Parolles,0,1,"Mystery, Thriller, Suspense"
Kirkman Raine Books,0,1,"Nonfiction, Self Help, Philosophy"
Kiss Me Publications,0,1,"Paranormal, Young Adult, Romance"
Kovačnica priča,0,1,
Kqed Books,1,0,"Travel, Nonfiction, Audiobook"
Kralik Consultants LLC,1,0,"Erotic Romance, Romance, Erotica"
Kregel Academic & Professional,1,0,"History, Religion, Church History"
Kris Pearson,1,0,"Contemporary, Adult, Erotica"
Krissy V,0,1,
Kristen Callihan,0,1,"Romance, New Adult, Sports"
Kristin Coley,0,1,"Paranormal, Shapeshifters, Romance"
Kokila,0,1,"Historical Fiction, Middle Grade, Young Adult"
Kolibriforlag,1,0,"Fantasy, Humor, Young Adult"
Kolowalu Books,0,1,"Nonfiction, Memoir, History"
Komikku,1,0,Manga
Komplett Media GmbH,1,0,
Konemann,1,0,"Classics, Short Stories"
Koren Publishers Jerusalem,1,0,
Kossuth Kiadó,1,0,
Knopt,1,0,"History, Nonfiction, Politics"
Knox Publishing,0,1,"Romance, Abuse, Erotica"
Kobra Media,0,1,"Polish Literature, Crime, Mystery"
Kodansha Amer Inc,1,0,"Japanese Literature, Japan, Literature"
Kodansha USA,1,0,"Martial Arts, Biography, Nonfiction"
Koehler Books,1,0,Thriller
Koekoesan,1,0,
Koidev OÜ,1,0,Fantasy
Klub Julese Vernea,1,0,"Science Fiction, Czech Literature, Fantasy"
Klutz,1,0,"Humor, Nonfiction, Childrens"
Knaur,1,0,"Romance, Chick Lit, Family"
Knaur-Taschenbuch-Verl,1,0,"Thriller, Mystery, Adventure"
Knight Books,0,1,"Ireland, Childrens, Irish Literature"
Knižní Klub,0,1,"Fantasy, Science Fiction, Science Fiction Fantasy"
Knockabout Comics,1,0,"Graphic Novels, Comics, Horror"
Knopf BFYR,0,1,"Middle Grade, Realistic Fiction, Childrens"
Faolan's Pen Publishing Inc.,1,0,"Science Fiction, Fantasy, Space Opera"
Farrar Straus & Giroux (J),0,1,"Fantasy, Classics, Young Adult"
"Farrar, Straus and Cedahy",1,0,"Poetry, The United States Of America, School"
Könyvmolyképző Kiadó Kft.,1,0,"Historical Fiction, Hungarian Literature, Crime"
Könyvmolyképző kiadó,1,0,"France, Nobel Prize, Novels"
"Körner, Fellbach",1,0,
København : Gyldendal,1,0,"Danish, Classics, Scandinavian Literature"
Kültür Bakanlığı Yayınları,1,0,"Poetry, Turkish Literature, Turkish"
Fairchild Books & Visuals,0,1,"Fashion, Sewing, Design"
Fairleigh Dickinson University Press,0,1,Gender Studies
Faithwords,0,1,"Christian, Nonfiction, Christianity"
Fanda Books,1,0,Fantasy
Faniverse Books,1,0,
Fantascy,1,0,"Fantasy, Spanish Literature, Young Adult"
Fantastic Audio,0,1,"Fantasy, Science Fiction, Dragons"
Fantoom,0,1,"Fantasy, Young Adult, Young Adult Fantasy"
Kwani Trust,0,1,"Africa, Historical Fiction, Uganda"
Kyle Keyes,1,0,"Contemporary, Epic, Drama"
Kyle Stumpp,1,0,
Faber and Faber Ltd,1,0,"Classics, Literature, Novels"
Fabryka Słow,1,0,"Fantasy, Polish Literature, Urban Fantasy"
Fabyen,1,0,"Hungarian Literature, Contemporary"
Fair Forlag,0,1,Fantasy
Fair forlag,0,1,Fantasy
Kroshka Books,1,0,"Poetry, Georgian, Classics"
"Krullstone Publishing, LLC",1,0,
"Krüger, Frankfurt",1,0,"Historical Fiction, Classics, Adventure"
Książkowe Klimaty,1,0,"Historical Fiction, War, Czech Literature"
Kubbealtı,0,1,
Kunati Inc.,1,0,"Mystery, Contemporary, Suspense"
Kustannusosakeyhtiö Tammi,1,0,"Mystery, Crime, Thriller"
Kustannusyhtiö Otava,1,0,"Fantasy, Finnish Literature, Childrens"
LEMÉAC,1,0,Theatre
LINE Webtoon,1,0,"Manga, Graphic Novels, Fantasy"
LIRA,1,0,"Historical Romance, Romance, Historical"
LJS&S Publishing,1,0,
LKiS Yogyakarta,1,0,Philosophy
LKis Yogyakarta,1,0,
LOM Ediciones,1,0,
LOTTERY FAIRYTALES,0,1,
L.B. Simmons,1,0,"New Adult, Romance, Contemporary"
L.C.A.,1,0,Contemporary
L.D. Davis,1,0,"Romance, Contemporary Romance, Contemporary"
L.J. Shen,1,0,"Romance, Contemporary, Contemporary Romance"
L.P. Swalheim; 1 edition,1,0,"Angels, Paranormal, Paranormal Romance"
L.Whitlow,1,0,
LD Publishing LLC,1,0,"Romance, New Adult, Contemporary"
LDA,1,0,"Nonfiction, Biography, Memoir"
L'Homme sans nom,0,1,"Fantasy, Historical Fiction, Vampires"
L'Iconoclaste,1,0,"Art, Nonfiction, Self Help"
L'Olivier,1,0,"Short Stories, Contemporary, British Literature"
L'Âge d'homme,1,0,
L-Book Epublisher,0,1,Lesbian
L-Book ePublisher,0,1,"Lesbian, Science Fiction, LGBT"
L. James Rice,1,0,
L.A. Weekly Books,1,0,"Nonfiction, Biography, Humor"
Küsurat,1,0,"Turkish Literature, Roman, Audiobook"
Kırmızı Kedi Yayınevi,1,0,"History, Nonfiction, Turkish"
Kōdansha,1,0,"Manga, Comics, Graphic Novels"
L&OD Key Porter,1,0,"Classics, Italian Literature, Literature"
L&PM Pocket,1,0,"Poetry, Brazil, Portuguese Literature"
L'Association,1,0,"Graphic Novels, Comics, Nonfiction"
L'Atalante,1,0,"Science Fiction, Humor, Audiobook"
L'École des loisirs,1,0,"Science Fiction, France, Young Adult"
FARAXA Publishing (USA),1,0,
FB Publishing,0,1,"Islam, Nonfiction, Self Help"
FC Publishing,1,0,
FINE Group,1,0,"Fantasy, Epic Fantasy, High Fantasy"
"FIRE and GRACE Publishing, LLC",0,1,
FJB,0,1,"Mystery, Young Adult, Thriller"
FLCL,0,1,
FMB uitgevers,0,1,Young Adult
La línea del horizonte,0,1,
La nave di Teseo,1,0,"Thriller, France, Roman"
Extreme Mojo press,1,0,
F&K Books,1,0,
F&W,1,0,"Writing, Nonfiction, Reference"
F. Oetinger,1,0,
F. Otieno,1,0,
FAB Publishing,0,1,"Fantasy, Young Adult, Paranormal"
"La Galera, SAU Editorial",1,0,"Fantasy, Young Adult, Dystopia"
La Leche League International,0,1,"Parenting, Nonfiction, Health"
La Piqueta,1,0,"Philosophy, Nonfiction, Politics"
La Pulpa,1,0,
La Serpiente Emplumada,1,0,
La Uña Rota,0,1,
La esfera de los Libros,1,0,"Thriller, Crime, Mystery"
La factoría de ideas,1,0,"Science Fiction, Classics, Mystery"
LSG Publishing,0,1,"Dark, Romance, Abuse"
LSU Press,0,1,
LTC,1,0,"History, Nonfiction, Sociology"
LYX Verlag,0,1,"New Adult, Romance, Contemporary"
La Campana,1,0,"Historical Fiction, Spain, Roman"
La Esfera de los Libros,0,1,"Nonfiction, Cats, Animals"
La Factoria de Ideas,0,1,"Horror, Vampires, Fantasy"
La Factoría de Ideas,0,1,"Horror, Vampires, Fantasy"
Lark Services,0,1,
Lasten Keskus,0,1,
Laterza,1,0,"Philosophy, Nonfiction, German Literature"
Laughing Elephant,1,0,"Photography, Art"
Laura J. Williams,0,1,"Fantasy, Paranormal, Demons"
Laura Kaye,0,1,"Romance, Contemporary Romance, Contemporary"
Laura Lee,0,1,"Fantasy, Paranormal, Paranormal Romance"
Laura Weakley,0,1,
Lake Union,0,1,"Thriller, Suspense, Mystery"
"Lakehouse Press, Inc.",1,0,"New Adult, Romance, Dark"
Lampa i Iskra Boża,0,1,"Polish Literature, Poland, Contemporary"
Lamplight Imprint,1,0,
Lang Leav,1,0,"Poetry, Romance, Young Adult"
Lantern Publishing Media,1,0,"Animals, Nonfiction, Philosophy"
Lao Tze,1,0,
Lapis Books,1,0,
Faber Music Ltd,0,1,
Labella Rose Publishing,0,1,
Labyrint,1,0,"Romania, War, Romanian Literature"
Ladybird Books Ltd,0,1,Childrens
Ladylit Publishing,1,0,"Romance, LGBT, Lesbian"
Laguna Libros,0,1,"Nonfiction, Memoir, Biography"
Lahore Academy,1,0,"Humor, Pakistan, Classics"
Laissez Faire Books,1,0,
FQ Publishing,0,1,"Mystery, Mystery Thriller"
FSG Originals,0,1,"Mystery, Horror, Novels"
FTD,1,0,"Middle Grade, Romance, Historical"
Faber & Faber Crime,0,1,"Thriller, Crime, Suspense"
Faber & Faber Limited,0,1,"Young Adult, Horror, Vampires"
Faber & Faber Ltd,1,0,"American, Literature, Novels"
Faber Children's Books,1,0,"Childrens, Science Fiction, Fantasy"
Faber Faber Inc,1,0,"Historical Fiction, Literature, Latin American"
Evro-Giunti,1,0,Short Stories
Ex Libris,1,0,"History, Politics, Nonfiction"
Excellent Press,0,1,"Nonfiction, History, Fashion"
Exigent,1,0,"Romanian Literature, Classics, Short Stories"
"Expansions Publishing Co Inc.,U.S.",1,0,Conspiracy Theories
Expediciones Polares,0,1,
Explorer Publishing,1,0,"Fitness, Health"
Exquisite Darkness Press,0,1,Fantasy
Evergreen Taschen,1,0,"Comics, Graphic Novels, Fantasy"
Every Generation Media,1,0,"History, Nonfiction, Africa"
Everyman's Library (Knopf),1,0,"Classics, German Literature, Literature"
Everyman's Library Classics,1,0,"Classics, Literature, France"
Everything,0,1,"Nonfiction, Psychology, Self Help"
"Evil Eye Concepts, Incorporated",1,0,"Romance, Erotica, Contemporary Romance"
EvilReads.com,1,0,"Humor, Romance, Comedy"
Evitapress,0,1,"LGBT, Contemporary"
Laury Falter,0,1,"Paranormal, Fantasy, Romance"
"Lavabrook Publishing Group, LLC",0,1,"Fantasy, Romance, New Adult"
Lavaca Editora,1,0,Feminism
Law Dog Books,1,0,
EverAfter Platinum,1,0,"Romance, Contemporary, Contemporary Romance"
EverAfter Romance,0,1,"Romance, Young Adult, High School"
Everest Publishing,0,1,"Picture Books, Childrens, Classics"
Evergreen Farm,0,1,"Historical Fiction, Christian Fiction, Classics"
Laura Weakley at CreateSpace,0,1,
Laurel Leaf (Random House Children's Books ),0,1,"Nonfiction, Memoir, Biography"
"Laurel Publishing, LLC",1,0,"History, Nonfiction, Art"
Laurel-Leaf,0,1,"Young Adult, Espionage, Mystery"
Lauren Banks,1,0,
Lauren Blakely,1,0,"Romance, Contemporary Romance, New Adult"
"Lauren L, via Smashwords",1,0,"BDSM, Erotica, Romance"
Laurie J Grove,0,1,
Esmiendo,1,0,
Espasa,1,0,
Espasa Calpe,0,1,"Fantasy, Spanish Literature, Spain"
Espasa Calpe Mexicana,1,0,"History, Nonfiction, War"
"Espasa Calpe Mexicana, S.A.",1,0,
Estep & Fitzgerald Literary Publishing,0,1,"Memoir, Nonfiction, Mental Illness"
Estrange Reality,1,0,Vampires
Etcetera Press,1,0,"Technology, Science, Futurism"
Legion for the Survival of Freedom,1,0,"Politics, Philosophy, History"
Legumeman Books,1,0,"Memoir, Nonfiction, Biography"
Leigh Walker Books,0,1,
Leisure Books / Dorchester Publishing,1,0,"Horror, Zombies, Post Apocalyptic"
"Escape Artists, Inc.",1,0,"Short Stories, Fantasy, Science Fiction"
Escapism Entertainment,1,0,
Eschaton Press,1,0,"Fantasy, Magic, High Fantasy"
Esen kitap,1,0,"Poetry, Turkish Literature"
Leda Publishing Corp,1,0,"Business, Self Help, Nonfiction"
Lee Tobin McClain,1,0,"Christian Fiction, Christmas, Contemporary"
Leete's Island Books,1,0,"Nonfiction, Japan, Architecture"
Legacy Books,1,0,"Mystery, Thriller, Mystery Thriller"
Legacy Press,1,0,
Legend,1,0,"Fantasy, Science Fiction Fantasy, Magic"
Legend Press,0,1,"Mystery, Crime, Thriller"
Legion Books,1,0,"Science Fiction, Thriller, Post Apocalyptic"
Lawrence Hill Books,1,0,"Classics, Novels, Adventure"
Layla AlJailani,0,1,
Layla Hagen,0,1,"Romance, Contemporary, New Adult"
Le Pré aux Clercs,1,0,Thriller
Le Serpent à Plumes,0,1,"France, Canada, Novels"
Le livre de poche,1,0,"Thriller, Fantasy, Horror"
Leatherwood Press,0,1,"Historical Fiction, Romance, Historical Romance"
Lectorum Publications,1,0,
Liamworks,1,0,"Philosophy, Self Help, Nonfiction"
Liasco Press,0,1,
Liberation Brew Publications,1,0,
Liberation Day Movement,1,0,
Librairie José Corti,1,0,"France, French Literature, Literature"
Librairie des Champs-Elysées,1,0,"Mystery, Detective"
Library Company of Philadelphia,1,0,"Philosophy, Essays, Nonfiction"
Library of Alexandria,1,0,"Mystery, Classics, Short Stories"
Les Eines,1,0,"Classics, School, Literature"
Les nouveaux auteurs,1,0,"Crime, Historical"
Leslie McAdam,1,0,"Romance, Contemporary Romance, Contemporary"
Less Than Three,0,1,"Fantasy, M M Romance, Romance"
Leta Blake,0,1,"M M Romance, BDSM, Sports"
Letrat,1,0,Albanian Literature
Leviathan Press,1,0,"History, Comics, Nonfiction"
Leviatán,1,0,"Philosophy, Classics, Short Stories"
Leméac,1,0,"Plays, School, Theatre"
Len Webster,1,0,"Romance, New Adult, Contemporary Romance"
Lentera Dipantera,1,0,"Novels, Indonesian Literature, Historical Fiction"
Leo Cooper,1,0,
Leonard Belmont,1,0,
Leonardoverse,1,0,"Steampunk, Childrens, Science Fiction"
Leopold Amsterdam,1,0,"Fantasy, Young Adult, Childrens"
Les Editions de l'Homme Sans Nom,0,1,Fantasy
Eugrimas,1,0,"Nonfiction, History, Sexuality"
"Euromedia Group, k. s. - Ikar",0,1,Africa
Europäische Verlagsanstalt (eva),1,0,"Novels, Literature, Literary Fiction"
Európa Könyvkiadó,0,1,"Hungarian Literature, Literature, Hungary"
Eve M. Cooper,0,1,
Eve Newton,0,1,
"Ever After, LLC",0,1,"Romance, New Adult, Contemporary Romance"
EverAfter,0,1,"Romance, Contemporary, Contemporary Romance"
Lillies of the Field LLC,1,0,
Lilyhill,1,0,"Thriller, Mystery, Science Fiction"
Lilyhill Press,1,0,Thriller
Liminal Books,1,0,"Contemporary, Book Club, Drama"
Liminal Books (Between the Lines Publishing),1,0,"Book Club, Novels, Drama"
Limited Edition,0,1,"Fantasy, Urban Fantasy, Young Adult"
Limited Edition Books,0,1,"Fantasy, Young Adult, Urban Fantasy"
Lincoln Children's Books,1,0,"Mythology, Classics, Art"
Light Technology Publications,1,0,"Spirituality, Nonfiction, Metaphysics"
Lightening Source,1,0,"Contemporary, Novels"
Lighthouse Publishing of the Carolinas,0,1,"Christmas, Christian, Christian Fiction"
Liguori Publications,1,0,Catholic
Like,1,0,"Scandinavian Literature, Novels, Childrens"
Lilah Jayne,1,0,
Lili Valente,0,1,"BDSM, Dark, Romance"
Lilla Piratförlaget,0,1,"Childrens, Scandinavian Literature"
Lietuvos Biblijos Draugija,1,0,
Lietuvos rašytojų sąjungos leidykla,1,0,Essays
Life,1,0,
Life Changing Books,0,1,Urban
Life Doctor Publishing,1,0,
LifeSuccess Productions,1,0,Personal Development
Lifeway Christian Resources,0,1,"Christian, Nonfiction, Faith"
Lift Run Bang,1,0,Health
Library of Social Science,1,0,
Libre expression,1,0,"Canada, Historical Fiction, Asia"
LibriVox,1,0,"Science Fiction, Short Stories, Audiobook"
Libris,1,0,"Poetry, German Literature, Literature"
Librivox,1,0,"Dystopia, Classics, Science Fiction"
Libros del K.O.,0,1,
Libros.com,1,0,Fantasy
Liesma,0,1,
Lionsky Publishing,1,0,"Fantasy, Young Adult, Science Fiction"
Liquid Silver Publishing,0,1,"Menage, Erotica, Contemporary"
Lisa De Jong,0,1,"New Adult, Romance, Contemporary"
Lisa Hinsley,0,1,"Dystopia, Science Fiction, Young Adult"
Lisa Mondello,0,1,"Romance, Westerns, Contemporary"
Lisa R Jones,0,1,"Romance, New Adult, Contemporary"
Lisa Suzanne,0,1,"Romance, Contemporary Romance, Contemporary"
List,1,0,"Crime, Thriller, Scandinavian Literature"
Lion Hudson,1,0,"Science, Religion, Philosophy"
Lion Hudson Plc,1,0,"Science, Christian, Religion"
